date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:57:25	2529/2529	---M-Z	200	added ('OK')	application/json	etag:%22120566-1731695244;gz%22	https://blackpoisontattoos.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fblackpoisontattoos.com%2Ftattoo-categories%2F	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/wp-json/oembed/1.0/embedc166.json	(from https://blackpoisontattoos.com/tattoo-categories/)
23:57:25	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2015%20Nov%202024%2018:27:24%20GMT	https://blackpoisontattoos.com/?p=24445	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/index455f.html	(from https://blackpoisontattoos.com/tattoo-categories/)
23:57:25	2722/2722	---M-Z	200	added ('OK')	text/xml	etag:%22120567-1731695244;gz%22	https://blackpoisontattoos.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fblackpoisontattoos.com%2Ftattoo-categories%2F&format=xml	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/wp-json/oembed/1.0/embed924d	(from https://blackpoisontattoos.com/tattoo-categories/)
23:57:25	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2015%20Nov%202024%2018:27:25%20GMT	https://blackpoisontattoos.com/about-us	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/about-us	(from https://blackpoisontattoos.com/tattoo-categories/)
23:57:25	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2015%20Nov%202024%2018:27:25%20GMT	https://blackpoisontattoos.com/about-us	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/about-us	(from https://blackpoisontattoos.com/tattoo-categories/)
23:57:26	795/795	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2015%20Nov%202024%2018:27:25%20GMT	http://blackpoisontattoos.com/?wordfence_lh=1&hid=09089998385BB25AC0D780D35DF6FDD9	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/index1cbb.html	(from https://blackpoisontattoos.com/tattoo-categories/)
23:57:26	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2015%20Nov%202024%2018:27:26%20GMT	https://blackpoisontattoos.com/tattoo-categories	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/tattoo-categories	(from https://blackpoisontattoos.com/tattoo-categories/)
23:57:27	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2015%20Nov%202024%2018:27:26%20GMT	https://blackpoisontattoos.com/about-us	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/about-us.ce.delayed	(from https://blackpoisontattoos.com/tattoo-categories/)
23:57:28	400359/400359	---MCZ	200	added ('OK')	text/html	etag:%22120568-1731695247;gz%22	https://blackpoisontattoos.com/portfolio_category/wolf-tattoo/	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/portfolio_category/wolf-tattoo/index.html	(from https://blackpoisontattoos.com/tattoo-categories/)
23:57:28	562361/562361	---MCZ	200	added ('OK')	text/html	etag:%22120569-1731695247;gz%22	https://blackpoisontattoos.com/portfolio_category/wrist/	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/portfolio_category/wrist/index.html	(from https://blackpoisontattoos.com/tattoo-categories/)
23:57:28	563531/563531	---MCZ	200	added ('OK')	text/html	etag:%22120570-1731695247;gz%22	https://blackpoisontattoos.com/portfolio_category/watercolor-tattoo/	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/portfolio_category/watercolor-tattoo/index.html	(from https://blackpoisontattoos.com/tattoo-categories/)
23:57:28	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2015%20Nov%202024%2018:27:27%20GMT	https://blackpoisontattoos.com/tattoo-categories	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/tattoo-categories	(from https://blackpoisontattoos.com/tattoo-categories/)
23:57:29	607726/607726	---MCZ	200	added ('OK')	text/html	etag:%22120571-1731695248;gz%22	https://blackpoisontattoos.com/portfolio_category/shoulder-tattoo/	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/portfolio_category/shoulder-tattoo/index.html	(from https://blackpoisontattoos.com/tattoo-categories/)
23:57:29	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2015%20Nov%202024%2018:27:28%20GMT	https://blackpoisontattoos.com/contact-us	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/contact-us	(from https://blackpoisontattoos.com/tattoo-categories/)
23:57:30	454506/454506	---MCZ	200	added ('OK')	text/html	etag:%22120572-1731695249;gz%22	https://blackpoisontattoos.com/portfolio_category/sanskrit-tattoo/	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/portfolio_category/sanskrit-tattoo/index.html	(from https://blackpoisontattoos.com/tattoo-categories/)
23:57:30	571657/571657	---MCZ	200	added ('OK')	text/html	etag:%22120573-1731695249;gz%22	https://blackpoisontattoos.com/portfolio_category/shiva-tattoos/	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/portfolio_category/shiva-tattoos/index.html	(from https://blackpoisontattoos.com/tattoo-categories/)
23:57:30	434643/434643	---MCZ	200	added ('OK')	text/html	etag:%22120574-1731695249;gz%22	https://blackpoisontattoos.com/portfolio_category/polynesian-tattoos/	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/portfolio_category/polynesian-tattoos/index.html	(from https://blackpoisontattoos.com/tattoo-categories/)
23:57:30	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2015%20Nov%202024%2018:27:30%20GMT	https://blackpoisontattoos.com/disclaimer	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/disclaimer	(from https://blackpoisontattoos.com/tattoo-categories/)
23:57:39	412830/412830	---MCZ	200	added ('OK')	text/html	etag:%22120575-1731695250;gz%22	https://blackpoisontattoos.com/portfolio_category/owl-tattoos/	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/portfolio_category/owl-tattoos/index.html	(from https://blackpoisontattoos.com/tattoo-categories/)
23:57:40	445919/445919	---MCZ	200	added ('OK')	text/html	etag:%22120576-1731695251;gz%22	https://blackpoisontattoos.com/portfolio_category/all-other-tattoos-portfolio/	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/portfolio_category/all-other-tattoos-portfolio/index.html	(from https://blackpoisontattoos.com/tattoo-categories/)
23:57:40	442931/442931	---MCZ	200	added ('OK')	text/html	etag:%22120577-1731695251;gz%22	https://blackpoisontattoos.com/portfolio_category/mandala-tattoos/	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/portfolio_category/mandala-tattoos/index.html	(from https://blackpoisontattoos.com/tattoo-categories/)
23:57:40	596757/596757	---MCZ	200	added ('OK')	text/html	etag:%22120578-1731695253;gz%22	https://blackpoisontattoos.com/portfolio_category/lettering-tattoos/	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/portfolio_category/lettering-tattoos/index.html	(from https://blackpoisontattoos.com/tattoo-categories/)
23:57:41	1765347/1765347	---MCZ	200	added ('OK')	text/css	etag:%221aefe3-67309b54-2a4de1a5a50f4308;gz%22	https://blackpoisontattoos.com/ind/wp-content/litespeed/css/ffce02e554ad7d794b2d538072d8a0bf.css?ver=7cbd1	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/ind/wp-content/litespeed/css/ffce02e554ad7d794b2d538072d8a0bf6a56.css	(from https://blackpoisontattoos.com/piercing/)
23:57:41	401360/401360	---MCZ	200	added ('OK')	text/html	etag:%22120579-1731695260;gz%22	https://blackpoisontattoos.com/portfolio_category/insects-tattoos/	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/portfolio_category/insects-tattoos/index.html	(from https://blackpoisontattoos.com/tattoo-categories/)
23:57:42	508294/508294	---MCZ	200	added ('OK')	text/html	etag:%22120580-1731695261;gz%22	https://blackpoisontattoos.com/portfolio_category/geometric-tattoos/	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/portfolio_category/geometric-tattoos/index.html	(from https://blackpoisontattoos.com/tattoo-categories/)
23:57:44	98342/98342	---MCZ	200	added ('OK')	application/json	date:Fri,%2015%20Nov%202024%2018:27:41%20GMT	https://blackpoisontattoos.com/wp-json/wp/v2/pages/24881	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/wp-json/wp/v2/pages/24881.json	(from https://blackpoisontattoos.com/piercing/)
23:57:45	511549/511549	---MCZ	200	added ('OK')	text/html	etag:%22120582-1731695262;gz%22	https://blackpoisontattoos.com/portfolio_category/flower-tattoos/	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/portfolio_category/flower-tattoos/index.html	(from https://blackpoisontattoos.com/tattoo-categories/)
23:57:45	602226/602226	---MCZ	200	added ('OK')	text/html	etag:%22120581-1731695261;gz%22	https://blackpoisontattoos.com/portfolio_category/forearm-tattoos/	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/portfolio_category/forearm-tattoos/index.html	(from https://blackpoisontattoos.com/tattoo-categories/)
23:57:45	625568/625568	---MCZ	200	added ('OK')	text/html	etag:%22120583-1731695263;gz%22	https://blackpoisontattoos.com/portfolio_category/feathers-tattoos/	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/portfolio_category/feathers-tattoos/index.html	(from https://blackpoisontattoos.com/tattoo-categories/)
23:57:46	2366/2366	---M-Z	200	added ('OK')	application/json	etag:%22120584-1731695265;gz%22	https://blackpoisontattoos.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fblackpoisontattoos.com%2Fpiercing%2F	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/wp-json/oembed/1.0/embedf57e.json	(from https://blackpoisontattoos.com/piercing/)
23:57:46	434997/434997	---MCZ	200	added ('OK')	text/html	etag:%22120585-1731695265;gz%22	https://blackpoisontattoos.com/portfolio_category/chest-tattoos/	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/portfolio_category/chest-tattoos/index.html	(from https://blackpoisontattoos.com/tattoo-categories/)
23:57:47	2528/2528	---M-Z	200	added ('OK')	text/xml	etag:%22120586-1731695265;gz%22	https://blackpoisontattoos.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fblackpoisontattoos.com%2Fpiercing%2F&format=xml	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/wp-json/oembed/1.0/embedb6eb	(from https://blackpoisontattoos.com/piercing/)
23:57:47	591780/591780	---MCZ	200	added ('OK')	text/html	etag:%22120587-1731695266;gz%22	https://blackpoisontattoos.com/portfolio_category/black-and-grey-tattoos/	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/portfolio_category/black-and-grey-tattoos/index.html	(from https://blackpoisontattoos.com/tattoo-categories/)
23:57:47	0/-1	---M--	301	error ('')			https://blackpoisontattoos.com/about-us	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/about-us.d6.delayed	(from https://blackpoisontattoos.com/piercing/)
23:57:56	441726/441726	---MCZ	200	added ('OK')	text/html	etag:%22120589-1731695267;gz%22	https://blackpoisontattoos.com/portfolio_category/armband-tattoos/	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/portfolio_category/armband-tattoos/index.html	(from https://blackpoisontattoos.com/tattoo-categories/)
23:57:56	599420/599420	---MCZ	200	added ('OK')	text/html	etag:%22120588-1731695266;gz%22	https://blackpoisontattoos.com/portfolio_category/back-tattoos/	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/portfolio_category/back-tattoos/index.html	(from https://blackpoisontattoos.com/tattoo-categories/)
23:57:56	795/795	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2015%20Nov%202024%2018:27:56%20GMT	http://blackpoisontattoos.com/?wordfence_lh=1&hid=F95298D15CDB85273C82533DB977CA37	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/index3769.html	(from https://blackpoisontattoos.com/piercing/)
23:57:56	578490/578490	---MCZ	200	added ('OK')	text/html	etag:%22120590-1731695268;gz%22	https://blackpoisontattoos.com/portfolio_category/animal-tattoos/	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/portfolio_category/animal-tattoos/index.html	(from https://blackpoisontattoos.com/tattoo-categories/)
23:57:56	0/-1	---M--	301	error ('')			https://blackpoisontattoos.com/about-us	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/about-us.d7.delayed	(from https://blackpoisontattoos.com/piercing/)
23:57:57	0/-1	---M--	301	error ('')			https://blackpoisontattoos.com/about-us	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/about-us.d8.delayed	(from https://blackpoisontattoos.com/piercing/)
23:57:57	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2015%20Nov%202024%2018:27:47%20GMT	https://blackpoisontattoos.com/?p=24881	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/index71fb.html	(from https://blackpoisontattoos.com/piercing/)
23:57:57	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2015%20Nov%202024%2018:27:56%20GMT	https://blackpoisontattoos.com/tattoo-categories	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/tattoo-categories	(from https://blackpoisontattoos.com/piercing/)
23:57:57	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2015%20Nov%202024%2018:27:56%20GMT	https://blackpoisontattoos.com/contact-us	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/contact-us	(from https://blackpoisontattoos.com/piercing/)
23:57:57	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2015%20Nov%202024%2018:27:56%20GMT	https://blackpoisontattoos.com/disclaimer	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/disclaimer	(from https://blackpoisontattoos.com/piercing/)
23:57:59	128080/128080	---M-Z	200	added ('OK')	text/css	etag:%221f450-66743add-cd13d07f2bb1f91a;gz%22	https://blackpoisontattoos.com/ind/wp-content/litespeed/ucss/34eb9e167849912d798f1713c52e11df.css?ver=7cbd1	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/ind/wp-content/litespeed/ucss/34eb9e167849912d798f1713c52e11df6a56.css	(from https://blackpoisontattoos.com/offers/all/)
23:57:59	0/-1	---M--	301	error ('')			https://blackpoisontattoos.com/about-us	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/about-us.de.delayed	(from https://blackpoisontattoos.com/offers/all/)
23:57:59	0/-1	---M--	301	error ('')			https://blackpoisontattoos.com/about-us	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/about-us.df.delayed	(from https://blackpoisontattoos.com/offers/all/)
23:57:59	6202/6202	---M-Z	200	added ('OK')	application/json	date:Fri,%2015%20Nov%202024%2018:27:59%20GMT	https://blackpoisontattoos.com/wp-json/wp/v2/product_cat/80	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/wp-json/wp/v2/product_cat/80.json	(from https://blackpoisontattoos.com/offers/all/)
23:57:59	795/795	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2015%20Nov%202024%2018:27:59%20GMT	http://blackpoisontattoos.com/?wordfence_lh=1&hid=65A2278FBB5B3AB82F915CE4D84B84F0	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/indexca4b.html	(from https://blackpoisontattoos.com/offers/all/)
23:57:59	26478/26478	---MCZ	200	added ('OK')	application/rss+xml	etag:%22f587b399d33a98590a31fae96639ea6e%22	https://blackpoisontattoos.com/offers/all/feed/	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/offers/all/feed/index.html	(from https://blackpoisontattoos.com/offers/all/)
23:58:00	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2015%20Nov%202024%2018:27:59%20GMT	https://blackpoisontattoos.com/tattoo-categories	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/tattoo-categories	(from https://blackpoisontattoos.com/offers/all/)
23:58:00	0/-1	---M--	301	error ('')			https://blackpoisontattoos.com/about-us	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/about-us.e1.delayed	(from https://blackpoisontattoos.com/offers/all/)
23:58:00	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2015%20Nov%202024%2018:27:59%20GMT	https://blackpoisontattoos.com/tattoo-categories	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/tattoo-categories	(from https://blackpoisontattoos.com/offers/all/)
23:58:00	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2015%20Nov%202024%2018:27:59%20GMT	https://blackpoisontattoos.com/contact-us	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/contact-us	(from https://blackpoisontattoos.com/offers/all/)
23:58:00	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2015%20Nov%202024%2018:28:00%20GMT	https://blackpoisontattoos.com/disclaimer	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/disclaimer	(from https://blackpoisontattoos.com/offers/all/)
23:58:08	360665/360665	---MCZ	200	added ('OK')	text/html	etag:%22120592-1731695280;gz%22	https://blackpoisontattoos.com/offer/25-percent-off-on-tattoos/	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/offer/25-percent-off-on-tattoos/index.html	(from https://blackpoisontattoos.com/offers/all/)
23:58:08	361900/361900	---MCZ	200	added ('OK')	text/html	etag:%22120591-1731695280;gz%22	https://blackpoisontattoos.com/offer/diwali-giveaway-gopro-camera/	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/offer/diwali-giveaway-gopro-camera/index.html	(from https://blackpoisontattoos.com/offers/all/)
23:58:09	360044/360044	---MCZ	200	added ('OK')	text/html	etag:%22120594-1731695282;gz%22	https://blackpoisontattoos.com/offer/30-off-on-all-piercing-2/	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/offer/30-off-on-all-piercing-2/index.html	(from https://blackpoisontattoos.com/offers/all/)
23:58:09	360344/360344	---MCZ	200	added ('OK')	text/html	etag:%22120595-1731695282;gz%22	https://blackpoisontattoos.com/offer/50-percent-off-on-big-tattoos-2/	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/offer/50-percent-off-on-big-tattoos-2/index.html	(from https://blackpoisontattoos.com/offers/all/)
23:58:09	1757722/1757722	---MCZ	200	added ('OK')	text/css	etag:%221ad21a-6730dcff-dbfcb7b1367e021a;gz%22	https://blackpoisontattoos.com/ind/wp-content/litespeed/css/87793d1f0da3e833a42ab8c6151cc100.css?ver=7cbd1	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/ind/wp-content/litespeed/css/87793d1f0da3e833a42ab8c6151cc1006a56.css	(from https://blackpoisontattoos.com/tattoo-aftercare/)
23:58:10	359974/359974	---MCZ	200	added ('OK')	text/html	etag:%22120596-1731695289;gz%22	https://blackpoisontattoos.com/offer/affordable-tattoos/	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/offer/affordable-tattoos/index.html	(from https://blackpoisontattoos.com/offers/all/)
23:58:13	95586/95586	---MCZ	200	added ('OK')	application/json	date:Fri,%2015%20Nov%202024%2018:28:10%20GMT	https://blackpoisontattoos.com/wp-json/wp/v2/pages/25100	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/wp-json/wp/v2/pages/25100.json	(from https://blackpoisontattoos.com/tattoo-aftercare/)
23:58:13	360900/360900	---MCZ	200	added ('OK')	text/html	etag:%22120597-1731695290;gz%22	https://blackpoisontattoos.com/offer/discount-offer-on-billing-amount/	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/offer/discount-offer-on-billing-amount/index.html	(from https://blackpoisontattoos.com/offers/all/)
23:58:14	360083/360083	---MCZ	200	added ('OK')	text/html	etag:%22120598-1731695290;gz%22	https://blackpoisontattoos.com/offer/free-3-sq-in-tattoo/	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/offer/free-3-sq-in-tattoo/index.html	(from https://blackpoisontattoos.com/offers/all/)
23:58:14	361104/361104	---MCZ	200	added ('OK')	text/html	etag:%22120599-1731695291;gz%22	https://blackpoisontattoos.com/offer/celebrate-your-anniversary-with-us/	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/offer/celebrate-your-anniversary-with-us/index.html	(from https://blackpoisontattoos.com/offers/all/)
23:58:14	2424/2424	---M-Z	200	added ('OK')	application/json	etag:%22120600-1731695293;gz%22	https://blackpoisontattoos.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fblackpoisontattoos.com%2Ftattoo-aftercare%2F	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/wp-json/oembed/1.0/embedc4f0.json	(from https://blackpoisontattoos.com/tattoo-aftercare/)
23:58:14	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2015%20Nov%202024%2018:28:14%20GMT	https://blackpoisontattoos.com/?p=25100	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/index2557.html	(from https://blackpoisontattoos.com/tattoo-aftercare/)
23:58:15	360466/360466	---MCZ	200	added ('OK')	text/html	etag:%22120601-1731695294;gz%22	https://blackpoisontattoos.com/offer/celebrate-your-birthday-with-us/	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/offer/celebrate-your-birthday-with-us/index.html	(from https://blackpoisontattoos.com/offers/all/)
23:58:15	2617/2617	---M-Z	200	added ('OK')	text/xml	etag:%22120602-1731695294;gz%22	https://blackpoisontattoos.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fblackpoisontattoos.com%2Ftattoo-aftercare%2F&format=xml	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/wp-json/oembed/1.0/embed6586	(from https://blackpoisontattoos.com/tattoo-aftercare/)
23:58:15	0/-1	---M--	301	error ('')			https://blackpoisontattoos.com/about-us	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/about-us.e9.delayed	(from https://blackpoisontattoos.com/tattoo-aftercare/)
23:58:15	0/-1	---M--	301	error ('')			https://blackpoisontattoos.com/about-us	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/about-us.ea.delayed	(from https://blackpoisontattoos.com/tattoo-aftercare/)
23:58:16	795/795	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2015%20Nov%202024%2018:28:14%20GMT	http://blackpoisontattoos.com/?wordfence_lh=1&hid=FEACA5845F48B12E54E0BB855C0F4E91	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/indexbc9c.html	(from https://blackpoisontattoos.com/tattoo-aftercare/)
23:58:16	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2015%20Nov%202024%2018:28:15%20GMT	https://blackpoisontattoos.com/tattoo-categories	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/tattoo-categories	(from https://blackpoisontattoos.com/tattoo-aftercare/)
23:58:16	0/-1	---M--	301	error ('')			https://blackpoisontattoos.com/about-us	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/about-us.ec.delayed	(from https://blackpoisontattoos.com/tattoo-aftercare/)
23:58:16	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2015%20Nov%202024%2018:28:15%20GMT	https://blackpoisontattoos.com/tattoo-categories	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/tattoo-categories	(from https://blackpoisontattoos.com/tattoo-aftercare/)
23:58:16	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2015%20Nov%202024%2018:28:15%20GMT	https://blackpoisontattoos.com/contact-us	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/contact-us	(from https://blackpoisontattoos.com/tattoo-aftercare/)
23:58:16	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2015%20Nov%202024%2018:28:16%20GMT	https://blackpoisontattoos.com/disclaimer	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/disclaimer	(from https://blackpoisontattoos.com/tattoo-aftercare/)
23:58:19	1816997/1816997	---MCZ	200	added ('OK')	text/css	etag:%221bb9a5-673090b8-f99b32ca72fb7bb6;gz%22	https://blackpoisontattoos.com/ind/wp-content/litespeed/css/c2fd545122d7ed1b2ad6906b4f28eed3.css?ver=7cbd1	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/ind/wp-content/litespeed/css/c2fd545122d7ed1b2ad6906b4f28eed36a56.css	(from https://blackpoisontattoos.com/offer/tattoo-art-awareness/)
23:58:20	21230/21230	---MCZ	200	added ('OK')	application/json	date:Fri,%2015%20Nov%202024%2018:28:19%20GMT	https://blackpoisontattoos.com/wp-json/wp/v2/product/28325	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/wp-json/wp/v2/product/28325.json	(from https://blackpoisontattoos.com/offer/tattoo-art-awareness/)
23:58:20	2688/2688	---M-Z	200	added ('OK')	application/json	etag:%22120603-1731695299;gz%22	https://blackpoisontattoos.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fblackpoisontattoos.com%2Foffer%2Ftattoo-art-awareness%2F	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/wp-json/oembed/1.0/embed17db.json	(from https://blackpoisontattoos.com/offer/tattoo-art-awareness/)
23:58:20	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2015%20Nov%202024%2018:28:20%20GMT	https://blackpoisontattoos.com/?p=28325	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/index76d4.html	(from https://blackpoisontattoos.com/offer/tattoo-art-awareness/)
23:58:21	0/-1	---M--	301	error ('')			https://blackpoisontattoos.com/about-us	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/about-us.f4.delayed	(from https://blackpoisontattoos.com/offer/tattoo-art-awareness/)
23:58:21	2881/2881	---M-Z	200	added ('OK')	text/xml	etag:%22120604-1731695300;gz%22	https://blackpoisontattoos.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fblackpoisontattoos.com%2Foffer%2Ftattoo-art-awareness%2F&format=xml	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/wp-json/oembed/1.0/embed5a77	(from https://blackpoisontattoos.com/offer/tattoo-art-awareness/)
23:58:21	795/795	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2015%20Nov%202024%2018:28:20%20GMT	http://blackpoisontattoos.com/?wordfence_lh=1&hid=0919018CF8EDA00AE6D9C4FD0D039D9F	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/index1712.html	(from https://blackpoisontattoos.com/offer/tattoo-art-awareness/)
23:58:21	0/-1	---M--	301	error ('')			https://blackpoisontattoos.com/about-us	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/about-us.f5.delayed	(from https://blackpoisontattoos.com/offer/tattoo-art-awareness/)
23:58:21	429939/429939	---M--	200	added ('OK')	image/png	date:Fri,%2015%20Nov%202024%2018:28:21%20GMT	https://blackpoisontattoos.com/ind/wp-content/uploads/2024/04/BLP-3-Sq.-In.-at-499-INR.png	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/ind/wp-content/uploads/2024/04/BLP-3-Sq.-In.-at-499-INR.png	(from https://blackpoisontattoos.com/offer/tattoo-art-awareness/)
23:58:21	196070/196070	---M--	200	added ('OK')	image/png	date:Fri,%2015%20Nov%202024%2018:28:21%20GMT	https://blackpoisontattoos.com/ind/wp-content/uploads/2024/04/BLP-3-Sq.-In.-at-499-INR-600x600.png	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/ind/wp-content/uploads/2024/04/BLP-3-Sq.-In.-at-499-INR-600x600.png	(from https://blackpoisontattoos.com/offer/tattoo-art-awareness/)
23:58:21	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2015%20Nov%202024%2018:28:21%20GMT	https://blackpoisontattoos.com/tattoo-categories	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/tattoo-categories	(from https://blackpoisontattoos.com/offer/tattoo-art-awareness/)
