date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:53:38	140/140	---M--	200	added ('OK')	text/plain	etag:%228c-5b391680-ea29f70a75b883f6;;;%22	https://blackpoisontattoos.com/robots.txt		(from )
23:53:42	521151/521151	---MCZ	200	added ('OK')	text/html	etag:%22120469-1731695020;gz%22	https://blackpoisontattoos.com/	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/index.html	(from )
23:53:43	1787723/1787723	---MCZ	200	added ('OK')	text/css	etag:%221b474b-6730595e-e9359df52377bf02;gz%22	https://blackpoisontattoos.com/ind/wp-content/litespeed/css/d541e9c655372cdae7bc7a6b40713c35.css?ver=7cbd1	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/ind/wp-content/litespeed/css/d541e9c655372cdae7bc7a6b40713c356a56.css	(from https://blackpoisontattoos.com/)
23:53:43	15072/15072	---M--	200	added ('OK')	font/woff2	etag:%223ae0-6688cd06-2a53f6e6e424dd8e;;;%22	https://blackpoisontattoos.com/ind/wp-content/astra-local-fonts/montserrat/JTUHjIg1_i6t8kCHKm4532VJOt5-QNFgpCu173w5aXo.woff2	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/ind/wp-content/astra-local-fonts/montserrat/JTUHjIg1_i6t8kCHKm4532VJOt5-QNFgpCu173w5aXo.woff2	(from https://blackpoisontattoos.com/)
23:53:43	7632/7632	---M--	200	added ('OK')	font/woff2	etag:%221dd0-6688cd09-d6a68e99205d47d6;;;%22	https://blackpoisontattoos.com/ind/wp-content/astra-local-fonts/poppins/pxiByp8kv8JHgFVrLBT5Z1xlFQ.woff2	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/ind/wp-content/astra-local-fonts/poppins/pxiByp8kv8JHgFVrLBT5Z1xlFQ.woff2	(from https://blackpoisontattoos.com/)
23:53:44	1/1	---M-Z	400	error ('Bad%20Request')	text/html	date:Fri,%2015%20Nov%202024%2018:23:43%20GMT	https://blackpoisontattoos.com/ind/wp-admin/admin-ajax.php	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/ind/wp-admin/admin-ajax.php	(from https://blackpoisontattoos.com/)
23:53:44	0/0	---M--	200	added ('OK')	text/html	date:Fri,%2015%20Nov%202024%2018:23:44%20GMT	https://blackpoisontattoos.com/ind/wp-admin/admin-post.php	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/ind/wp-admin/admin-post.php	(from https://blackpoisontattoos.com/)
23:53:45	3304/3304	---MCZ	200	added ('OK')	application/font-woff	etag:W/%22ce8-67372dd4-593772fedecc2527;;;%22	https://blackpoisontattoos.com/ind/wp-content/themes/astra/assets/fonts/astra.woff	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/ind/wp-content/themes/astra/assets/fonts/astra.woff	(from https://blackpoisontattoos.com/)
23:53:45	239153/239153	---MCZ	200	added ('OK')	application/rss+xml	etag:%22f587b399d33a98590a31fae96639ea6e%22	https://blackpoisontattoos.com/feed/	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/feed/index.html	(from https://blackpoisontattoos.com/)
23:53:46	3825/3825	---M-Z	200	added ('OK')	application/rss+xml	etag:%22f587b399d33a98590a31fae96639ea6e%22	https://blackpoisontattoos.com/web-stories/feed/	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/web-stories/feed/index.html	(from https://blackpoisontattoos.com/)
23:53:46	183060/183060	---MCZ	200	added ('OK')	application/json	date:Fri,%2015%20Nov%202024%2018:23:45%20GMT	https://blackpoisontattoos.com/wp-json/wp/v2/pages/28186	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/wp-json/wp/v2/pages/28186.json	(from https://blackpoisontattoos.com/)
23:53:46	1947747/1947747	---MCZ	200	added ('OK')	application/json	etag:%22120470-1731695025;gz%22	https://blackpoisontattoos.com/wp-json/	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/wp-json/index.html	(from https://blackpoisontattoos.com/)
23:53:46	863/863	---M-Z	200	added ('OK')	text/xml	date:Fri,%2015%20Nov%202024%2018:23:46%20GMT	https://blackpoisontattoos.com/ind/xmlrpc.php?rsd	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/ind/xmlrpc0db0.php	(from https://blackpoisontattoos.com/)
23:53:47	2541/2541	---M-Z	200	added ('OK')	application/json	etag:%22120471-1731695026;gz%22	https://blackpoisontattoos.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fblackpoisontattoos.com%2F	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/wp-json/oembed/1.0/embed244a.json	(from https://blackpoisontattoos.com/)
23:53:47	2703/2703	---M-Z	200	added ('OK')	text/xml	etag:%22120472-1731695027;gz%22	https://blackpoisontattoos.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fblackpoisontattoos.com%2F&format=xml	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/wp-json/oembed/1.0/embedee4d	(from https://blackpoisontattoos.com/)
23:53:49	795/795	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2015%20Nov%202024%2018:23:47%20GMT	http://blackpoisontattoos.com/?wordfence_lh=1&hid=E1AD0975E1262BC93DC83F81388976D8	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/indexcbc8.html	(from https://blackpoisontattoos.com/)
23:53:49	244531/244531	---M-Z	200	added ('OK')	application/x-javascript	date:Fri,%2015%20Nov%202024%2018:23:47%20GMT	https://connect.facebook.net/en_US/fbevents.js	C:/My%20Web%20Sites/tatto/connect.facebook.net/en_US/fbevents.js	(from https://blackpoisontattoos.com/)
23:53:49	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Fri,%2015%20Nov%202024%2018:23:48%20GMT	https://www.googletagmanager.com/gtm.js?id=	C:/My%20Web%20Sites/tatto/www.googletagmanager.com/gtm.b5445.delayed	(from https://blackpoisontattoos.com/)
23:53:50	326628/326628	---M--	200	added ('OK')	font/woff2	etag:%224fbe4-66efb689-d4686192c55e739f;;;%22	https://blackpoisontattoos.com/ind/wp-content/plugins/woocommerce/assets/fonts/Inter-VariableFont_slnt,wght.woff2	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/ind/wp-content/plugins/woocommerce/assets/fonts/Inter-VariableFont_slnt,wght.woff2	(from https://blackpoisontattoos.com/)
23:53:50	146060/146060	---M--	200	added ('OK')	font/woff2	etag:%2223a8c-66efb689-746067d0799a83d8;;;%22	https://blackpoisontattoos.com/ind/wp-content/plugins/woocommerce/assets/fonts/cardo_normal_400.woff2	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/ind/wp-content/plugins/woocommerce/assets/fonts/cardo_normal_400.woff2	(from https://blackpoisontattoos.com/)
23:53:50	1317/1317	---M--	200	added ('OK')	image/png	date:Fri,%2015%20Nov%202024%2018:23:49%20GMT	https://blackpoisontattoos.com/ind/wp-content/uploads/2022/04/cropped-black-poison-tattoos-logo-favicon-icon-32x32.png	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/ind/wp-content/uploads/2022/04/cropped-black-poison-tattoos-logo-favicon-icon-32x32.png	(from https://blackpoisontattoos.com/)
23:53:50	13522/13522	---M--	200	added ('OK')	image/png	date:Fri,%2015%20Nov%202024%2018:23:50%20GMT	https://blackpoisontattoos.com/ind/wp-content/uploads/2022/04/cropped-black-poison-tattoos-logo-favicon-icon-192x192.png	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/ind/wp-content/uploads/2022/04/cropped-black-poison-tattoos-logo-favicon-icon-192x192.png	(from https://blackpoisontattoos.com/)
23:53:50	16283/16283	---M--	200	added ('OK')	image/png	date:Fri,%2015%20Nov%202024%2018:23:50%20GMT	https://blackpoisontattoos.com/ind/wp-content/uploads/2022/04/cropped-black-poison-tattoos-logo-favicon-icon-180x180.png	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/ind/wp-content/uploads/2022/04/cropped-black-poison-tattoos-logo-favicon-icon-180x180.png	(from https://blackpoisontattoos.com/)
23:53:51	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2015%20Nov%202024%2018:23:50%20GMT	https://blackpoisontattoos.com/about-us	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/about-us	(from https://blackpoisontattoos.com/)
23:53:51	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2015%20Nov%202024%2018:23:51%20GMT	https://blackpoisontattoos.com/our-studio	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/our-studio	(from https://blackpoisontattoos.com/)
23:53:52	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2015%20Nov%202024%2018:23:51%20GMT	https://blackpoisontattoos.com/courses	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/courses.13.delayed	(from https://blackpoisontattoos.com/)
23:53:53	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2015%20Nov%202024%2018:23:52%20GMT	https://blackpoisontattoos.com/tattoo-portfolio	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/tattoo-portfolio.14.delayed	(from https://blackpoisontattoos.com/)
23:53:54	377668/377668	---MCZ	200	added ('OK')	text/html	etag:%22120474-1731695032;gz%22	https://blackpoisontattoos.com/courses/	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/courses/index.html	(from https://blackpoisontattoos.com/)
23:53:55	423866/423866	---MCZ	200	added ('OK')	text/html	etag:%22120475-1731695033;gz%22	https://blackpoisontattoos.com/about-us/	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/about-us/index.html	(from https://blackpoisontattoos.com/)
23:53:57	423413/423413	---MCZ	200	added ('OK')	text/html	etag:%22120477-1731695034;gz%22	https://blackpoisontattoos.com/our-studio/	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/our-studio/index.html	(from https://blackpoisontattoos.com/)
23:53:58	465923/465923	---MCZ	200	added ('OK')	text/html	etag:%22120476-1731695033;gz%22	https://blackpoisontattoos.com/tattoo-portfolio/	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/tattoo-portfolio/index.html	(from https://blackpoisontattoos.com/)
23:54:00	456221/456221	---MCZ	200	added ('OK')	text/html	etag:%22120478-1731695037;gz%22	https://blackpoisontattoos.com/tattoo-categories/	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/tattoo-categories/index.html	(from https://blackpoisontattoos.com/)
23:54:00	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2015%20Nov%202024%2018:23:54%20GMT	https://blackpoisontattoos.com/piercing	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/piercing	(from https://blackpoisontattoos.com/)
23:54:01	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2015%20Nov%202024%2018:24:00%20GMT	https://blackpoisontattoos.com/offers/all	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/offers/all	(from https://blackpoisontattoos.com/)
23:54:01	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2015%20Nov%202024%2018:24:01%20GMT	https://blackpoisontattoos.com/tattoo-aftercare	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/tattoo-aftercare	(from https://blackpoisontattoos.com/)
23:54:02	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2015%20Nov%202024%2018:24:01%20GMT	https://blackpoisontattoos.com/faqs	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/faqs	(from https://blackpoisontattoos.com/)
23:54:11	389024/389024	---MCZ	200	added ('OK')	text/html	etag:%22120479-1731695041;gz%22	https://blackpoisontattoos.com/offers/all/	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/offers/all/index.html	(from https://blackpoisontattoos.com/)
23:54:12	354283/354283	---MCZ	200	added ('OK')	text/html	etag:%22120481-1731695042;gz%22	https://blackpoisontattoos.com/offer/tattoo-art-awareness/	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/offer/tattoo-art-awareness/index.html	(from https://blackpoisontattoos.com/)
23:54:13	490408/490408	---MCZ	200	added ('OK')	text/html	etag:%22120480-1731695042;gz%22	https://blackpoisontattoos.com/piercing/	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/piercing/index.html	(from https://blackpoisontattoos.com/)
23:54:16	440905/440905	---MCZ	200	added ('OK')	text/html	etag:%22120482-1731695044;gz%22	https://blackpoisontattoos.com/tattoo-aftercare/	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/tattoo-aftercare/index.html	(from https://blackpoisontattoos.com/)
23:54:17	449094/449094	---MCZ	200	added ('OK')	text/html	etag:%22120483-1731695052;gz%22	https://blackpoisontattoos.com/faqs/	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/faqs/index.html	(from https://blackpoisontattoos.com/)
23:54:18	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2015%20Nov%202024%2018:24:12%20GMT	https://blackpoisontattoos.com/blog	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/blog	(from https://blackpoisontattoos.com/)
23:54:18	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2015%20Nov%202024%2018:24:17%20GMT	https://blackpoisontattoos.com/free-consultation	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/free-consultation	(from https://blackpoisontattoos.com/)
23:54:19	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2015%20Nov%202024%2018:24:18%20GMT	https://blackpoisontattoos.com/career	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/career.1b.delayed	(from https://blackpoisontattoos.com/)
23:54:20	432767/432767	---MCZ	200	added ('OK')	text/html	etag:%22120484-1731695058;gz%22	https://blackpoisontattoos.com/blog/	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/blog/index.html	(from https://blackpoisontattoos.com/)
23:54:21	353267/353267	---MCZ	200	added ('OK')	text/html	etag:%22120485-1731695058;gz%22	https://blackpoisontattoos.com/free-consultation/	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/free-consultation/index.html	(from https://blackpoisontattoos.com/)
23:54:22	602830/602830	---MCZ	200	added ('OK')	text/html	etag:%22120486-1731695059;gz%22	https://blackpoisontattoos.com/career/	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/career/index.html	(from https://blackpoisontattoos.com/)
23:54:22	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2015%20Nov%202024%2018:24:20%20GMT	https://blackpoisontattoos.com/privacy-policy	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/privacy-policy.1c.delayed	(from https://blackpoisontattoos.com/)
23:54:22	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2015%20Nov%202024%2018:24:22%20GMT	https://blackpoisontattoos.com/about-us	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/about-us	(from https://blackpoisontattoos.com/)
23:54:23	9834/9834	---M--	200	added ('OK')	image/webp	etag:%22266a-666ae1b9-cd4dc5a16ca9bdf8;;;%22	https://blackpoisontattoos.com/ind/wp-content/plugins/theplus_elementor_addon/assets/images/social-review/google.webp	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/ind/wp-content/plugins/theplus_elementor_addon/assets/images/social-review/google.webp	(from https://blackpoisontattoos.com/)
23:54:24	367213/367213	---MCZ	200	added ('OK')	text/html	etag:%22120487-1731695062;gz%22	https://blackpoisontattoos.com/privacy-policy/	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/privacy-policy/index.html	(from https://blackpoisontattoos.com/)
23:54:25	368619/368619	---MCZ	200	added ('OK')	text/html	etag:%22120488-1731695062;gz%22	https://blackpoisontattoos.com/terms-and-conditions/	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/terms-and-conditions/index.html	(from https://blackpoisontattoos.com/)
23:54:26	367933/367933	---MCZ	200	added ('OK')	text/html	etag:%22120489-1731695063;gz%22	https://blackpoisontattoos.com/contact-us/	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/contact-us/index.html	(from https://blackpoisontattoos.com/)
23:54:27	360310/360310	---MCZ	200	added ('OK')	text/html	etag:%22120490-1731695064;gz%22	https://blackpoisontattoos.com/disclaimer/	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/disclaimer/index.html	(from https://blackpoisontattoos.com/)
23:54:27	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2015%20Nov%202024%2018:24:26%20GMT	https://blackpoisontattoos.com/offer/tattoo-art-awareness-offer/	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/offer/tattoo-art-awareness-offer/index.html	(from https://blackpoisontattoos.com/)
23:54:27	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2015%20Nov%202024%2018:24:25%20GMT	https://blackpoisontattoos.com/portfolio_category/tattoo-designs	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/portfolio_category/tattoo-designs	(from https://blackpoisontattoos.com/)
23:54:29	360854/360854	---MCZ	200	added ('OK')	text/html	etag:%22120491-1731695067;gz%22	https://blackpoisontattoos.com/portfolio/ham-throat-chakra-tattoo/	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/portfolio/ham-throat-chakra-tattoo/index.html	(from https://blackpoisontattoos.com/)
23:54:30	361815/361815	---MCZ	200	added ('OK')	text/html	etag:%22120492-1731695068;gz%22	https://blackpoisontattoos.com/portfolio/minimal-wine-glass-tattoo/	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/portfolio/minimal-wine-glass-tattoo/index.html	(from https://blackpoisontattoos.com/)
23:54:32	364602/364602	---MCZ	200	added ('OK')	text/html	etag:%22120493-1731695068;gz%22	https://blackpoisontattoos.com/portfolio/why-so-serious-hakuna-matata-tattoo/	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/portfolio/why-so-serious-hakuna-matata-tattoo/index.html	(from https://blackpoisontattoos.com/)
23:54:33	363195/363195	---MCZ	200	added ('OK')	text/html	etag:%22120495-1731695071;gz%22	https://blackpoisontattoos.com/portfolio/the-impossible-tattoo-explained/	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/portfolio/the-impossible-tattoo-explained/index.html	(from https://blackpoisontattoos.com/)
23:54:34	366537/366537	---MCZ	200	added ('OK')	text/html	etag:%22120494-1731695070;gz%22	https://blackpoisontattoos.com/portfolio/the-art-of-floral-tattoo-design/	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/portfolio/the-art-of-floral-tattoo-design/index.html	(from https://blackpoisontattoos.com/)
23:54:35	362494/362494	---MCZ	200	added ('OK')	text/html	etag:%22120496-1731695072;gz%22	https://blackpoisontattoos.com/portfolio/lotus-tattoo/	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/portfolio/lotus-tattoo/index.html	(from https://blackpoisontattoos.com/)
23:54:35	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2015%20Nov%202024%2018:24:27%20GMT	https://blackpoisontattoos.com/tattoo-categories	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/tattoo-categories	(from https://blackpoisontattoos.com/)
23:54:36	365894/365894	---MCZ	200	added ('OK')	text/html	etag:%22120497-1731695074;gz%22	https://blackpoisontattoos.com/portfolio/nature-tattoos/	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/portfolio/nature-tattoos/index.html	(from https://blackpoisontattoos.com/)
23:54:37	369798/369798	---MCZ	200	added ('OK')	text/html	etag:%22120498-1731695075;gz%22	https://blackpoisontattoos.com/portfolio/blue-floral-tattoo-on-back-of-a-girl/	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/portfolio/blue-floral-tattoo-on-back-of-a-girl/index.html	(from https://blackpoisontattoos.com/)
23:54:38	367239/367239	---MCZ	200	added ('OK')	text/html	etag:%22120499-1731695075;gz%22	https://blackpoisontattoos.com/portfolio/small-flower-tattoos/	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/portfolio/small-flower-tattoos/index.html	(from https://blackpoisontattoos.com/)
23:54:39	367904/367904	---MCZ	200	added ('OK')	text/html	etag:%22120500-1731695075;gz%22	https://blackpoisontattoos.com/portfolio/dragon-warrior-tattoo/	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/portfolio/dragon-warrior-tattoo/index.html	(from https://blackpoisontattoos.com/)
23:54:40	374106/374106	---MCZ	200	added ('OK')	text/html	etag:%22120501-1731695077;gz%22	https://blackpoisontattoos.com/portfolio/the-ultimate-fusion-tattoo-lord-hanuman-shivling-and-ram-ram-chants/	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/portfolio/the-ultimate-fusion-tattoo-lord-hanuman-shivling-and-ram-ram-chants/index.html	(from https://blackpoisontattoos.com/)
23:54:40	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2015%20Nov%202024%2018:24:35%20GMT	https://blackpoisontattoos.com/about-us	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/about-us	(from https://blackpoisontattoos.com/)
23:54:41	367365/367365	---MCZ	200	added ('OK')	text/html	etag:%22120503-1731695079;gz%22	https://blackpoisontattoos.com/portfolio/lion-watch-tattoo/	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/portfolio/lion-watch-tattoo/index.html	(from https://blackpoisontattoos.com/)
23:54:42	368277/368277	---MCZ	200	added ('OK')	text/html	etag:%22120502-1731695079;gz%22	https://blackpoisontattoos.com/portfolio/shiva-rishi-tattoo/	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/portfolio/shiva-rishi-tattoo/index.html	(from https://blackpoisontattoos.com/)
23:54:43	364531/364531	---MCZ	200	added ('OK')	text/html	etag:%22120505-1731695081;gz%22	https://blackpoisontattoos.com/portfolio/abstract-owl-tattoo/	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/portfolio/abstract-owl-tattoo/index.html	(from https://blackpoisontattoos.com/)
23:54:44	365692/365692	---MCZ	200	added ('OK')	text/html	etag:%22120504-1731695080;gz%22	https://blackpoisontattoos.com/portfolio/black-and-gray-realism-atlas-tattoo/	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/portfolio/black-and-gray-realism-atlas-tattoo/index.html	(from https://blackpoisontattoos.com/)
23:54:44	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2015%20Nov%202024%2018:24:42%20GMT	https://blackpoisontattoos.com/tattoo-categories	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/tattoo-categories	(from https://blackpoisontattoos.com/)
23:54:45	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2015%20Nov%202024%2018:24:44%20GMT	https://blackpoisontattoos.com/web-stories	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/web-stories	(from https://blackpoisontattoos.com/)
23:54:53	364450/364450	---MCZ	200	added ('OK')	text/html	etag:%22120506-1731695084;gz%22	https://blackpoisontattoos.com/portfolio/death-moth-tattoo/	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/portfolio/death-moth-tattoo/index.html	(from https://blackpoisontattoos.com/)
23:54:54	364535/364535	---MCZ	200	added ('OK')	text/html	etag:%22120507-1731695084;gz%22	https://blackpoisontattoos.com/portfolio/unveiling-the-mysteries-mystic-glyphs-tarot-tales-etched-in-ink/	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/portfolio/unveiling-the-mysteries-mystic-glyphs-tarot-tales-etched-in-ink/index.html	(from https://blackpoisontattoos.com/)
23:54:55	366323/366323	---MCZ	200	added ('OK')	text/html	etag:%22120508-1731695084;gz%22	https://blackpoisontattoos.com/portfolio/realism-forearm-lion-tattoo/	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/portfolio/realism-forearm-lion-tattoo/index.html	(from https://blackpoisontattoos.com/)
23:54:56	364752/364752	---MCZ	200	added ('OK')	text/html	etag:%22120509-1731695085;gz%22	https://blackpoisontattoos.com/portfolio/mystic-glyphs-tarot-tales-in-ink/	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/portfolio/mystic-glyphs-tarot-tales-in-ink/index.html	(from https://blackpoisontattoos.com/)
23:54:57	364130/364130	---MCZ	200	added ('OK')	text/html	etag:%22120510-1731695094;gz%22	https://blackpoisontattoos.com/portfolio/tiger-tattoo-on-forearm/	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/portfolio/tiger-tattoo-on-forearm/index.html	(from https://blackpoisontattoos.com/)
23:54:58	364788/364788	---MCZ	200	added ('OK')	text/html	etag:%22120511-1731695095;gz%22	https://blackpoisontattoos.com/portfolio/wolf-and-woman-fusion-tattoo/	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/portfolio/wolf-and-woman-fusion-tattoo/index.html	(from https://blackpoisontattoos.com/)
23:54:59	363934/363934	---MCZ	200	added ('OK')	text/html	etag:%22120513-1731695095;gz%22	https://blackpoisontattoos.com/portfolio/wings-and-initials-tattoo/	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/portfolio/wings-and-initials-tattoo/index.html	(from https://blackpoisontattoos.com/)
23:55:00	371868/371868	---MCZ	200	added ('OK')	text/html	etag:%22120514-1731695097;gz%22	https://blackpoisontattoos.com/portfolio/angry-lord-shiva-tattoo-with-mahamrityunjay-mantra/	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/portfolio/angry-lord-shiva-tattoo-with-mahamrityunjay-mantra/index.html	(from https://blackpoisontattoos.com/)
23:55:01	375209/375209	---MCZ	200	added ('OK')	text/html	etag:%22120516-1731695099;gz%22	https://blackpoisontattoos.com/portfolio/closed-eye-shiva-tattoo/	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/portfolio/closed-eye-shiva-tattoo/index.html	(from https://blackpoisontattoos.com/)
23:55:02	374094/374094	---MCZ	200	added ('OK')	text/html	etag:%22120515-1731695099;gz%22	https://blackpoisontattoos.com/portfolio/lord-shiva-tattoo-with-devotee/	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/portfolio/lord-shiva-tattoo-with-devotee/index.html	(from https://blackpoisontattoos.com/)
23:55:03	375021/375021	---MCZ	200	added ('OK')	text/html	etag:%22120517-1731695101;gz%22	https://blackpoisontattoos.com/portfolio/exploring-the-beauty-of-blolenath-tattoo-with-sanskrit-mantras/	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/portfolio/exploring-the-beauty-of-blolenath-tattoo-with-sanskrit-mantras/index.html	(from https://blackpoisontattoos.com/)
23:55:04	374246/374246	---MCZ	200	added ('OK')	text/html	etag:%22120518-1731695102;gz%22	https://blackpoisontattoos.com/portfolio/shiva-tattoo-with-mahamrityunjay-mantra-on-shoulder/	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/portfolio/shiva-tattoo-with-mahamrityunjay-mantra-on-shoulder/index.html	(from https://blackpoisontattoos.com/)
23:55:06	375393/375393	---MCZ	200	added ('OK')	text/html	etag:%22120519-1731695103;gz%22	https://blackpoisontattoos.com/portfolio/trishul-with-mahamrityunjay-mantra-tattoo/	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/portfolio/trishul-with-mahamrityunjay-mantra-tattoo/index.html	(from https://blackpoisontattoos.com/)
23:55:07	375671/375671	---MCZ	200	added ('OK')	text/html	etag:%22120520-1731695104;gz%22	https://blackpoisontattoos.com/portfolio/lord-buddha-tattoo-with-warrior/	C:/My%20Web%20Sites/tatto/blackpoisontattoos.com/portfolio/lord-buddha-tattoo-with-warrior/index.html	(from https://blackpoisontattoos.com/)
